Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
2018-09-10 10:16PM,2018-09-11 06:44AM,476,32,34.0,508,168.0,245.0,63.0
2018-09-09 10:58PM,2018-09-10 06:30AM,388,64,21.0,452,99.0,239.0,50.0
2018-09-08 10:43PM,2018-09-09 07:04AM,452,49,21.0,501,117.0,258.0,77.0
2018-09-07 10:52PM,2018-09-08 07:11AM,417,82,29.0,499,76.0,256.0,85.0
2018-09-06 10:33PM,2018-09-07 06:32AM,399,80,28.0,479,85.0,246.0,68.0
2018-09-05 09:58PM,2018-09-06 06:23AM,454,50,27.0,504,119.0,263.0,72.0
2018-09-04 10:52PM,2018-09-05 06:21AM,382,67,29.0,449,84.0,244.0,54.0
2018-09-03 09:31PM,2018-09-04 06:41AM,488,62,23.0,550,124.0,301.0,63.0
2018-09-02 11:14PM,2018-09-03 07:18AM,434,50,,484,,,
2018-09-01 09:36PM,2018-09-02 06:51AM,490,64,,555,,,
2018-08-31 11:49PM,2018-09-01 05:22AM,322,3,,333,,,
2018-08-30 11:58PM,2018-08-31 07:00AM,388,34,25.0,422,102.0,214.0,72.0
2018-10-29 11:20PM,2018-10-30 06:37AM,391,46,27.0,437,113.0,218.0,60.0
2018-10-28 10:28PM,2018-10-29 06:54AM,427,79,30.0,506,124.0,265.0,38.0
2018-10-28 12:25PM,2018-10-28 01:34PM,66,3,,69,,,
2018-10-27 10:55PM,2018-10-28 07:32AM,453,64,30.0,517,102.0,280.0,71.0
2018-10-26 11:38PM,2018-10-27 07:16AM,414,44,22.0,458,126.0,238.0,50.0
2018-10-25 10:18PM,2018-10-26 06:42AM,452,52,26.0,504,141.0,239.0,72.0
2018-10-24 10:08PM,2018-10-25 06:57AM,450,79,22.0,529,114.0,283.0,53.0
2018-10-23 10:42PM,2018-10-24 06:28AM,424,42,32.0,466,122.0,249.0,53.0
2018-10-22 10:23PM,2018-10-23 06:53AM,428,81,17.0,509,121.0,228.0,79.0
2018-10-21 10:57PM,2018-10-22 06:51AM,419,55,19.0,474,78.0,272.0,69.0
2018-10-19 09:51PM,2018-10-20 06:57AM,488,58,26.0,546,127.0,306.0,55.0
2018-10-18 10:34PM,2018-10-19 06:38AM,432,52,27.0,484,99.0,278.0,55.0
2018-10-17 09:33PM,2018-10-18 06:45AM,517,31,,552,,,
2018-10-16 09:42PM,2018-10-17 06:54AM,490,58,,552,,,
2018-10-15 09:32PM,2018-10-16 06:44AM,530,17,,551,,,
2018-10-14 09:26PM,2018-10-15 06:28AM,504,38,,542,,,
2018-10-13 10:24PM,2018-10-14 07:02AM,470,47,38.0,517,116.0,311.0,43.0
2018-10-12 09:46PM,2018-10-13 06:17AM,473,38,37.0,511,138.0,266.0,69.0
2018-10-11 10:10PM,2018-10-12 06:34AM,457,47,32.0,504,114.0,285.0,58.0
2018-10-10 10:28PM,2018-10-11 06:46AM,459,39,31.0,498,134.0,259.0,66.0
2018-10-09 10:20PM,2018-10-10 06:50AM,451,58,21.0,509,104.0,277.0,70.0
2018-10-08 09:27PM,2018-10-09 06:48AM,486,75,25.0,561,120.0,293.0,73.0
2018-10-07 09:05PM,2018-10-08 06:36AM,505,65,32.0,570,131.0,282.0,92.0
2018-10-06 09:46PM,2018-10-07 06:14AM,425,83,24.0,508,110.0,281.0,34.0
2018-10-05 11:19PM,2018-10-06 06:41AM,392,50,22.0,442,106.0,251.0,35.0
2018-10-04 10:26PM,2018-10-05 06:33AM,443,44,21.0,487,142.0,194.0,107.0
2018-10-02 09:59PM,2018-10-03 06:30AM,447,64,21.0,511,121.0,238.0,88.0
2018-10-01 10:40PM,2018-10-02 06:57AM,420,77,20.0,497,124.0,252.0,44.0
2018-09-30 08:42PM,2018-10-01 06:35AM,503,89,25.0,592,132.0,348.0,23.0
2018-09-29 11:46PM,2018-09-30 06:47AM,366,54,26.0,420,97.0,222.0,47.0
2018-11-28 09:11PM,2018-11-29 05:50AM,420,99,23.0,519,119.0,232.0,69.0
2018-11-27 08:07PM,2018-11-28 06:08AM,500,100,31.0,600,78.0,357.0,65.0
2018-11-26 07:01PM,2018-11-27 04:46AM,458,127,22.0,585,108.0,292.0,58.0
2018-11-24 03:03PM,2018-11-24 07:17PM,215,39,12.0,254,57.0,128.0,30.0
2018-11-24 06:09AM,2018-11-24 08:16AM,119,7,,126,,,
2018-11-23 01:51PM,2018-11-23 09:21PM,398,52,30.0,450,112.0,223.0,63.0
2018-11-22 12:29PM,2018-11-22 09:31PM,478,63,22.0,541,149.0,265.0,64.0
2018-11-21 12:38PM,2018-11-21 07:15PM,351,46,20.0,397,60.0,259.0,32.0
2018-11-20 01:20PM,2018-11-20 08:19PM,372,47,26.0,419,67.0,261.0,44.0
2018-11-19 01:08PM,2018-11-19 09:53PM,450,75,34.0,525,71.0,306.0,73.0
2018-11-18 12:03PM,2018-11-18 07:48PM,394,71,20.0,465,119.0,212.0,63.0
2018-11-17 11:36AM,2018-11-17 01:13PM,88,9,,97,,,
2018-11-16 11:49AM,2018-11-16 09:45PM,504,92,28.0,596,104.0,317.0,83.0
2018-11-15 12:03PM,2018-11-15 10:13PM,499,111,23.0,610,92.0,334.0,73.0
2018-11-14 01:47PM,2018-11-14 09:52PM,398,87,18.0,485,62.0,270.0,66.0
2018-11-14 04:58AM,2018-11-14 06:57AM,107,11,,118,,,
2018-11-13 10:59AM,2018-11-13 07:46PM,449,78,26.0,527,92.0,300.0,57.0
2018-11-12 01:33PM,2018-11-12 08:47PM,369,65,19.0,434,38.0,298.0,33.0
2018-11-12 04:22AM,2018-11-12 07:00AM,150,7,,158,,,
2018-11-11 12:40PM,2018-11-11 07:43PM,374,48,15.0,422,87.0,227.0,60.0
2018-11-09 11:12PM,2018-11-10 07:35AM,475,28,,503,,,
2018-11-09 01:09AM,2018-11-09 06:11AM,266,36,15.0,302,81.0,151.0,34.0
2018-11-07 09:17PM,2018-11-08 06:17AM,443,97,24.0,540,101.0,265.0,77.0
2018-11-06 10:32PM,2018-11-07 06:46AM,441,53,26.0,494,102.0,300.0,39.0
2018-11-05 10:12PM,2018-11-06 06:28AM,432,64,22.0,496,121.0,256.0,55.0
2018-11-04 10:21PM,2018-11-05 06:35AM,443,51,24.0,494,147.0,230.0,66.0
2018-11-03 11:57PM,2018-11-04 07:33AM,417,38,23.0,455,113.0,231.0,73.0
2018-11-02 09:45PM,2018-11-03 07:34AM,497,91,26.0,588,150.0,294.0,53.0
2018-10-31 10:05PM,2018-11-01 06:58AM,427,105,23.0,532,101.0,236.0,90.0
2018-10-30 10:28PM,2018-10-31 06:32AM,424,60,19.0,484,144.0,176.0,104.0
2018-10-29 11:20PM,2018-10-30 06:37AM,391,46,27.0,437,113.0,218.0,60.0
2018-12-28 11:09PM,2018-12-29 07:49AM,463,57,22.0,520,109.0,315.0,39.0
2018-12-27 10:45PM,2018-12-28 07:55AM,488,61,26.0,549,158.0,260.0,70.0
2018-12-26 10:41PM,2018-12-27 07:29AM,466,61,24.0,527,140.0,245.0,81.0
2018-12-24 10:18PM,2018-12-25 05:22AM,330,94,21.0,424,57.0,204.0,69.0
2018-12-23 11:11PM,2018-12-24 06:43AM,381,70,20.0,451,86.0,205.0,90.0
2018-12-22 10:29PM,2018-12-23 07:42AM,482,70,30.0,552,121.0,291.0,70.0
2018-12-22 01:24PM,2018-12-22 02:42PM,76,1,,77,,,
2018-12-21 09:47PM,2018-12-22 07:00AM,497,56,32.0,553,160.0,267.0,70.0
2018-12-20 10:14PM,2018-12-21 06:40AM,393,113,13.0,506,105.0,207.0,81.0
2018-12-19 10:44PM,2018-12-20 06:25AM,398,63,22.0,461,105.0,247.0,46.0
2018-12-18 10:14PM,2018-12-19 06:16AM,417,64,19.0,481,94.0,241.0,82.0
2018-12-17 10:10PM,2018-12-18 06:22AM,444,48,18.0,492,126.0,271.0,47.0
2018-12-16 10:50PM,2018-12-17 07:24AM,436,78,30.0,514,104.0,242.0,90.0
2018-12-12 10:11PM,2018-12-13 06:47AM,446,70,22.0,516,122.0,231.0,93.0
2018-12-09 09:44PM,2018-12-10 06:30AM,442,83,24.0,525,101.0,264.0,77.0
2018-12-08 09:56PM,2018-12-09 03:11AM,259,56,15.0,315,46.0,167.0,46.0
2018-12-06 10:01PM,2018-12-07 06:45AM,460,63,23.0,523,123.0,272.0,65.0
2018-12-05 09:35PM,2018-12-06 07:24AM,506,83,33.0,589,126.0,287.0,93.0
2018-12-04 09:12PM,2018-12-05 06:44AM,509,63,25.0,572,122.0,271.0,116.0
2018-12-03 10:22PM,2018-12-04 06:40AM,443,54,23.0,497,97.0,271.0,75.0
2018-12-01 10:42PM,2018-12-02 07:03AM,449,52,27.0,501,116.0,239.0,94.0
2018-11-29 09:31PM,2018-11-30 04:55AM,366,78,18.0,444,95.0,220.0,51.0
2018-11-28 09:11PM,2018-11-29 05:50AM,420,99,23.0,519,119.0,232.0,69.0
2019-01-27 02:56PM,2019-01-27 04:05PM,67,1,,68,,,
2019-01-25 01:24PM,2019-01-25 02:26PM,51,11,,62,,,
2019-01-10 08:24PM,2019-01-11 06:20AM,543,53,31.0,596,162.0,313.0,68.0
2019-01-09 11:34PM,2019-01-10 06:29AM,370,44,27.0,414,107.0,201.0,62.0
2019-01-08 09:30PM,2019-01-09 04:49AM,352,86,19.0,438,61.0,213.0,78.0
2019-01-07 11:04PM,2019-01-08 05:38AM,337,57,11.0,394,98.0,162.0,77.0
2019-01-05 10:43PM,2019-01-06 08:03AM,463,97,22.0,560,126.0,246.0,91.0
2019-01-04 11:23PM,2019-01-05 07:45AM,436,65,25.0,501,142.0,201.0,93.0
2019-01-02 10:03PM,2019-01-03 07:31AM,496,72,28.0,568,109.0,318.0,69.0
2019-01-01 10:59PM,2019-01-02 07:15AM,412,84,29.0,496,56.0,283.0,73.0
2018-12-31 11:20PM,2019-01-01 12:41AM,69,12,,81,,,
2018-12-29 09:38PM,2018-12-30 02:06AM,217,51,14.0,268,21.0,181.0,15.0
2018-12-28 11:09PM,2018-12-29 07:49AM,463,57,22.0,520,109.0,315.0,39.0
2019-02-26 09:46PM,2019-02-27 06:46AM,477,63,33.0,540,142.0,248.0,87.0
2019-02-25 10:16PM,2019-02-26 06:41AM,415,90,12.0,505,99.0,235.0,81.0
2019-02-24 10:17PM,2019-02-25 06:38AM,429,72,19.0,501,135.0,223.0,71.0
2019-02-23 11:49PM,2019-02-24 07:27AM,431,27,21.0,458,139.0,230.0,62.0
2019-02-22 10:14PM,2019-02-23 06:54AM,441,79,23.0,520,140.0,218.0,83.0
2019-02-21 10:41PM,2019-02-22 07:11AM,444,66,17.0,510,123.0,251.0,70.0
2019-02-21 12:33AM,2019-02-21 06:46AM,332,41,23.0,373,94.0,180.0,58.0
2019-02-19 10:43PM,2019-02-20 06:48AM,437,48,22.0,485,130.0,236.0,71.0
2019-02-18 10:04PM,2019-02-19 06:55AM,475,56,27.0,531,91.0,293.0,91.0
2019-02-18 12:15AM,2019-02-18 06:33AM,337,40,21.0,377,76.0,227.0,34.0
2019-02-17 12:04AM,2019-02-17 06:36AM,339,52,18.0,391,78.0,237.0,24.0
2019-02-14 10:27PM,2019-02-15 07:02AM,446,68,24.0,514,117.0,289.0,40.0
2019-02-13 10:19PM,2019-02-14 07:34AM,453,102,23.0,555,71.0,292.0,90.0
2019-02-12 10:19PM,2019-02-13 06:27AM,414,73,27.0,487,75.0,288.0,51.0
2019-02-11 10:07PM,2019-02-12 06:48AM,431,89,13.0,520,68.0,281.0,82.0
2019-02-10 11:31PM,2019-02-11 06:48AM,379,57,19.0,436,104.0,208.0,67.0
2019-02-08 10:30PM,2019-02-09 07:14AM,440,84,30.0,524,71.0,270.0,99.0
2019-02-03 10:31PM,2019-02-04 06:13AM,392,70,17.0,462,93.0,232.0,67.0
2019-01-31 10:45PM,2019-02-01 07:03AM,411,86,23.0,497,73.0,260.0,78.0
2019-03-17 11:10PM,2019-03-18 06:31AM,379,62,25.0,441,122.0,223.0,34.0
2019-03-16 10:36PM,2019-03-17 07:00AM,428,76,25.0,504,116.0,212.0,100.0
2019-03-14 09:34PM,2019-03-15 06:22AM,481,47,29.0,528,134.0,267.0,80.0
2019-03-13 11:10PM,2019-03-14 06:43AM,404,49,26.0,453,89.0,260.0,55.0
2019-03-12 10:18PM,2019-03-13 06:49AM,437,74,23.0,511,125.0,263.0,49.0
2019-03-11 10:16PM,2019-03-12 06:34AM,435,63,21.0,498,117.0,232.0,86.0
2019-03-10 11:27PM,2019-03-11 06:52AM,405,40,26.0,445,122.0,220.0,63.0
2019-03-10 03:11AM,2019-03-10 07:25AM,213,41,11.0,254,63.0,121.0,29.0
2019-03-09 10:35PM,2019-03-10 01:59AM,141,15,4.0,204,6.0,107.0,28.0
2019-03-08 11:05PM,2019-03-09 06:30AM,392,52,24.0,444,92.0,243.0,57.0
2019-03-07 10:30PM,2019-03-08 06:21AM,423,48,24.0,471,131.0,207.0,85.0
2019-03-06 10:18PM,2019-03-07 06:36AM,447,51,25.0,498,108.0,270.0,69.0
2019-03-05 09:59PM,2019-03-06 06:34AM,465,50,27.0,515,132.0,241.0,92.0
2019-03-04 10:26PM,2019-03-05 06:18AM,403,69,17.0,472,61.0,284.0,58.0
2019-03-03 09:43PM,2019-03-04 06:28AM,456,69,24.0,525,149.0,225.0,82.0
2019-03-02 09:33PM,2019-03-03 06:07AM,467,46,26.0,513,123.0,216.0,128.0
2019-03-01 10:16PM,2019-03-02 07:30AM,493,61,32.0,554,132.0,262.0,99.0
2019-02-28 09:47PM,2019-03-01 06:37AM,462,67,28.0,529,146.0,255.0,61.0
2019-02-28 01:11PM,2019-02-28 02:21PM,67,3,,70,,,
2019-02-27 10:14PM,2019-02-28 06:31AM,452,45,28.0,497,127.0,209.0,116.0
2019-02-26 09:46PM,2019-02-27 06:46AM,477,63,33.0,540,142.0,248.0,87.0
